url_len,url_num_hyphens_dom,url_num_dom_token,url_path_len,url_filename_len,url_longest_dom_token_len,url_average_dom_token_len,url_tld,url_domain_len,url_hostname_len,url_num_dots,url_num_underscores,url_num_equals,url_num_slashes,url_num_dash,url_num_semicolon,url_num_at,url_num_percent,url_num_plus,url_query_len,url_num_query_para,url_ip_present,url_entropy,url_count_consonants,url_num_digits,url_chinese_present,url_port,html_num_tags('iframe'),html_num_tags('script'),html_num_tags('embed'),html_num_tags('object'),html_num_tags('div'),html_num_tags('head'),html_num_tags('body'),html_num_tags('form'),html_num_tags('a'),html_num_tags('small'),html_num_tags('span'),html_num_tags('input'),html_num_tags('applet'),html_num_tags('img'),html_num_tags('video'),html_num_tags('audio'),Result_v1
22,0,2,0,0,19,10.5,1,22,22,1,0,0,2,0,0,0,0,0,0,0,0,3.814371943,14,0,0,0,0,30,0,0,79,1,1,0,29,0,5,0,0,3,0,0,benign
20,0,3,0,0,12,6,1,20,20,2,0,0,2,0,0,0,0,0,0,0,0,3.782122224,18,0,0,0,0,13,0,0,57,1,1,0,63,0,9,0,0,12,0,0,benign
15,0,2,0,0,11,7,1,15,15,1,0,0,2,0,0,0,0,0,0,0,0,3.606936732,14,0,0,0,0,0,0,0,7,1,1,1,1,0,0,2,0,0,0,0,benign
19,0,4,0,0,8,4,1,19,19,3,0,0,2,0,0,0,0,0,0,0,0,3.690260391,14,0,0,0,0,23,0,0,930,1,1,2,674,0,90,11,0,150,0,0,benign
17,0,3,0,0,6,5,1,17,17,2,0,0,2,0,0,0,0,0,0,0,0,3.834962501,16,1,0,0,1,6,0,0,60,1,1,2,19,1,4,3,0,8,0,0,benign
22,2,3,1,0,11,6.333333333,0,21,21,2,0,0,3,2,0,0,0,0,0,0,0,4.211260736,14,6,0,0,0,11,0,0,104,1,1,0,193,0,83,0,0,19,0,0,benign
51,0,3,30,0,9,6.333333333,1,21,21,2,0,0,4,2,0,0,0,0,0,0,0,4.25848272,34,5,0,0,1,8,1,1,41,1,1,1,64,0,0,0,0,14,0,0,benign
57,1,3,41,15,8,4.666666667,0,16,16,4,0,0,6,1,0,0,2,0,0,0,0,4.639162751,32,4,0,0,0,0,0,0,9,1,1,0,3,0,2,0,0,1,0,0,benign
13,0,3,0,0,5,3.666666667,1,13,13,2,0,0,2,0,0,0,0,0,0,0,0,3.68418372,10,3,0,0,0,11,1,1,37,1,1,0,93,0,514,0,0,33,0,0,benign
103,0,4,84,74,9,4,1,19,19,4,0,0,4,9,0,0,0,0,0,0,0,4.914530361,50,15,0,0,0,1,0,0,431,1,1,1,394,0,8,2,0,4,0,0,benign
24,0,3,10,0,6,4,1,14,14,2,1,0,4,0,0,0,0,0,0,0,0,4.116729297,13,7,0,0,0,7,0,0,17,1,1,0,817,0,1,0,0,1,0,0,benign
17,0,3,0,0,6,5,1,17,17,2,0,0,2,0,0,0,0,0,0,0,0,3.938721876,12,2,0,0,0,15,0,0,67,1,1,2,51,0,8,4,0,16,0,0,benign
17,0,3,0,0,6,5,1,17,17,2,0,0,2,0,0,0,0,0,0,0,0,4.001629167,14,1,0,0,1,6,0,0,249,1,1,3,162,0,32,13,0,23,0,0,benign
17,0,4,0,0,7,3.5,1,17,17,3,0,0,2,0,0,0,0,0,0,0,0,3.855388542,15,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,1,0,0,benign
14,0,3,0,0,7,4,1,14,14,2,0,0,2,0,0,0,0,0,0,0,0,3.689703732,11,0,0,0,0,5,0,0,37,1,1,0,15,0,0,0,0,7,0,0,benign
40,0,3,23,8,7,5,1,17,17,2,1,0,6,0,0,0,0,0,0,0,0,3.968858532,21,4,0,0,1,28,0,0,135,1,1,1,45,0,11,12,0,27,0,0,benign
13,0,3,0,0,7,3.666666667,1,13,13,2,0,0,2,0,0,0,0,0,0,0,0,3.921928095,10,0,0,0,1,38,0,0,414,1,1,2,157,0,241,7,0,146,0,0,benign
42,0,4,30,0,3,2.25,1,12,12,3,0,0,9,0,0,0,0,0,0,0,0,4.21088138,19,13,0,0,4,46,0,0,115,1,1,3,275,0,51,16,0,53,0,0,benign
12,0,2,0,0,9,5.5,0,12,12,1,0,0,2,0,0,0,0,0,0,0,0,3.431623566,10,0,0,0,0,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,benign
18,0,2,0,0,15,8.5,1,18,18,1,0,0,2,0,0,0,0,0,0,0,0,3.81366069,16,0,0,0,0,8,0,0,72,1,1,0,20,0,11,0,0,0,0,0,benign
21,0,4,0,0,11,4.5,1,21,21,3,0,0,2,0,0,0,0,0,0,0,0,4.110577243,16,0,0,0,0,34,0,0,64,1,1,1,47,0,15,3,0,18,0,0,benign
23,0,3,0,0,16,7,1,23,23,2,0,0,2,0,0,0,0,0,0,0,0,4.066784213,20,0,0,0,1,19,0,0,94,1,1,3,77,0,103,35,0,29,0,0,benign
14,0,4,0,0,3,2.75,0,14,14,3,0,0,2,0,0,0,0,0,0,0,1,3.141619208,4,11,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,benign
28,0,3,11,0,9,5,1,17,17,2,0,0,4,0,0,0,0,0,0,0,0,3.96132014,22,0,0,0,0,16,0,0,1,1,1,0,0,0,1,0,0,0,0,0,benign
21,0,3,0,0,9,6.333333333,1,21,21,2,0,0,2,0,0,0,0,0,0,0,0,4.164497779,17,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,benign
13,0,3,0,0,6,3.666666667,1,13,13,2,0,0,2,0,0,0,0,0,0,0,0,3.630412661,10,4,0,0,0,18,0,0,81,1,1,4,36,0,36,24,0,11,0,0,benign
13,0,3,0,0,7,3.666666667,1,13,13,2,0,0,2,0,0,0,0,0,0,0,0,3.821928095,12,0,0,0,0,129,0,0,118,1,1,1,34,0,82,2,0,21,0,0,benign
23,0,3,12,11,5,3,0,11,11,3,0,0,3,0,0,0,0,0,0,0,0,3.714409345,17,0,0,0,0,0,0,0,9,1,1,0,3,0,2,0,0,1,0,0,benign
14,0,3,0,0,6,4,1,14,14,2,0,0,2,0,0,0,0,0,0,0,0,3.689703732,13,0,0,0,0,2,0,0,43,1,1,2,44,0,14,7,0,2,0,0,benign
27,0,3,10,0,9,5,1,17,17,2,0,0,5,0,0,0,0,0,0,0,0,4.172185915,12,10,0,0,0,11,0,0,40,1,1,2,601,0,17,3,0,4,0,0,benign
39,0,4,20,0,7,4,1,19,19,3,0,0,7,0,0,0,0,0,0,0,0,3.921165449,24,2,0,0,2,20,0,0,48,1,1,2,89,58,136,5,0,7,0,0,benign
27,0,3,9,8,10,5.333333333,1,18,18,3,0,0,3,0,0,0,0,0,0,0,0,3.836600341,21,0,0,0,1,9,3,3,8,1,1,1,117,0,39,4,0,214,0,0,benign
27,0,3,3,2,16,7.333333333,1,24,24,2,0,0,3,0,0,0,0,0,0,0,0,4.047160075,22,0,0,0,0,5,0,0,44,1,1,1,40,0,9,4,0,9,0,0,benign
57,0,3,40,0,7,5,0,17,17,2,0,0,4,3,0,0,0,0,0,0,0,4.813810204,32,8,0,0,1,8,1,1,41,1,1,1,119,0,0,0,0,16,0,0,benign
34,0,3,16,5,9,5.333333333,1,18,18,2,0,0,4,0,0,0,0,0,0,0,0,4.049999798,19,5,0,0,0,25,0,0,30,1,1,3,20,0,7,19,0,2,0,0,benign
25,0,4,10,9,3,3,0,15,15,4,0,0,3,0,0,0,0,0,0,0,1,4.015319531,9,12,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,benign
14,0,2,0,0,10,6.5,1,14,14,1,0,0,2,0,0,0,0,0,0,0,0,3.732158891,14,0,0,0,0,18,0,0,99,1,1,1,130,0,12,1,0,27,0,0,benign
190,0,4,174,168,6,3.25,1,16,16,4,14,0,4,0,0,0,17,0,0,0,0,4.619209542,92,35,0,0,0,0,0,0,5,1,1,0,1,0,1,0,0,0,0,0,benign
16,0,3,0,0,6,4.666666667,1,16,16,2,0,0,2,0,0,0,0,0,0,0,0,4.001822826,11,3,0,0,0,11,0,0,104,1,1,0,229,0,83,0,0,19,0,0,benign
26,0,3,12,0,6,4,1,14,14,2,0,0,5,0,0,0,0,0,0,0,0,4.017917901,13,9,0,0,0,7,0,0,51,1,1,1,84,0,4,2,0,5,0,0,benign
134,0,4,118,112,6,3.25,0,16,16,4,2,0,4,0,0,0,19,0,0,0,0,4.502132908,45,50,0,0,0,0,0,0,4,1,1,0,3,0,2,0,0,0,0,0,benign
18,0,4,0,0,6,3.75,0,18,15,3,0,0,2,0,0,0,0,0,0,0,1,3.65366069,4,14,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,benign
61,0,3,43,24,10,5.333333333,1,18,18,3,0,0,6,1,0,0,0,0,0,0,0,4.132034653,41,0,0,0,3,27,0,0,1362,1,1,3,610,0,157,6,0,21,0,0,benign
11,0,3,0,0,4,3,1,11,11,2,0,0,2,0,0,0,0,0,0,0,0,3.260828171,12,0,0,0,0,6,0,0,42,1,1,0,27,0,1,0,0,14,0,0,benign
32,0,3,15,0,9,5,1,17,17,2,1,0,4,0,0,0,0,0,0,0,0,4.182336834,14,12,0,0,0,13,0,0,20,1,1,1,44,0,4,2,0,3,0,0,benign
18,0,3,0,0,11,5.333333333,1,18,18,2,0,0,2,0,0,0,0,0,0,0,0,3.97366069,14,3,0,0,0,4,0,0,4,1,1,0,1,0,2,0,0,0,0,0,benign
49,0,4,34,29,5,3,0,15,15,3,0,0,4,1,0,0,0,0,0,0,0,4.628085279,25,14,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,benign
51,0,4,35,21,6,3.25,1,16,16,4,0,0,6,1,0,0,0,0,0,0,0,4.249632503,31,1,0,0,0,18,0,0,66,1,1,4,87,0,45,19,0,30,0,0,benign
37,0,3,19,0,7,5.333333333,1,18,18,2,0,0,4,0,0,0,0,0,0,0,0,4.064338937,29,2,0,0,0,17,1,1,60,1,1,0,145,0,8,0,0,16,0,0,benign
21,0,3,0,0,9,6.333333333,1,21,21,2,0,0,2,0,0,0,0,0,0,0,0,4.208966083,18,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,benign
20,0,3,0,0,12,6,1,20,20,2,0,0,2,0,0,0,0,0,0,0,0,3.896291529,18,0,0,0,1,7,0,0,204,1,1,3,152,0,41,19,0,18,0,0,benign
17,0,3,0,0,6,5,1,17,17,2,0,0,2,0,0,0,0,0,0,0,0,4.053508855,13,1,0,0,1,6,0,0,249,1,1,3,162,0,32,13,0,23,0,0,benign
61,0,3,42,0,9,5.666666667,1,19,19,2,0,0,4,3,0,0,0,0,0,0,0,4.737603283,34,8,0,0,1,8,1,1,41,1,1,1,119,0,0,0,0,16,0,0,benign
36,0,3,24,12,6,3.333333333,1,12,12,3,0,0,5,0,0,0,0,0,0,0,0,4.370821081,15,12,0,0,0,7,0,0,20,1,1,0,11,0,0,0,0,0,0,0,benign
16,0,3,0,0,8,4.666666667,1,16,16,2,0,0,2,0,0,0,0,0,0,0,0,3.555533151,15,0,0,0,0,6,0,0,21,1,1,0,22,0,0,0,0,16,0,0,benign
86,0,3,69,50,10,5,1,17,17,2,0,0,5,6,0,0,0,0,0,0,0,4.770133672,46,12,0,0,1,26,0,0,132,1,1,3,92,0,65,15,0,9,0,0,benign
72,0,3,47,0,18,7.666666667,1,25,25,2,0,0,4,6,0,0,0,0,0,0,0,4.272417939,38,1,0,0,0,18,0,0,70,1,1,4,49,2,30,11,0,13,0,0,benign
23,1,3,9,0,6,4,1,14,14,2,0,0,4,1,0,0,0,0,0,0,0,4.349199939,15,4,0,0,0,19,0,0,83,1,1,4,85,0,21,12,0,20,0,0,benign
19,0,2,7,6,9,5.5,1,12,12,1,0,0,3,0,0,0,0,0,0,0,0,4.132944045,17,1,0,0,0,1,0,0,0,1,1,1,0,0,0,7,0,0,0,0,benign
103,0,3,92,86,5,3,1,11,11,3,1,0,4,0,0,0,8,0,0,0,0,4.870332446,54,19,0,0,3,29,0,0,49,1,1,2,64,0,22,7,0,6,0,0,benign
28,0,3,7,0,11,6.333333333,1,21,21,2,0,0,4,1,0,0,0,0,0,0,0,3.993132558,19,0,0,0,0,29,0,0,39,2,1,0,47,0,68,0,0,4,0,0,benign
51,0,4,37,0,3,2.75,0,14,14,3,3,0,5,0,0,0,0,0,0,0,1,4.661703788,25,11,0,0,0,0,0,0,0,1,1,0,1885,0,0,0,0,1882,0,0,benign
23,0,3,12,0,3,3,1,11,11,2,0,0,4,1,0,0,0,0,0,0,0,3.989898095,13,8,0,0,2,43,0,0,90,1,1,2,77,0,50,9,0,27,0,0,benign
12,0,3,0,0,4,3.333333333,1,12,12,2,0,0,2,0,0,0,0,0,0,0,0,3.536886724,11,0,0,0,1,9,0,0,137,1,1,1,228,1,418,8,0,94,0,0,benign
20,0,3,0,0,12,6,1,20,20,2,0,0,2,0,0,0,0,0,0,0,0,3.851823226,16,0,0,0,0,77,0,0,141,1,1,1,10,0,16,6,0,4,0,0,benign
50,0,3,31,30,9,5.666666667,1,19,19,3,0,0,3,2,0,0,0,0,0,0,0,4.685800927,28,9,0,0,1,17,0,0,64,1,1,0,45,0,25,0,0,20,0,0,benign
50,0,3,35,30,7,4.333333333,1,15,15,2,0,0,4,0,0,0,6,0,0,0,0,4.2883444,18,17,0,0,2,24,0,0,37,1,1,1,70,0,18,5,0,6,0,0,benign
20,0,3,0,0,12,6,1,20,20,2,0,0,2,0,0,0,0,0,0,0,0,3.986187965,16,0,0,0,0,8,0,0,90,1,1,1,75,0,5,2,0,23,0,0,benign
51,0,4,36,35,5,3,1,15,15,3,1,0,3,3,0,0,0,0,0,0,0,4.579722969,30,8,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,benign
30,0,3,9,0,9,6.333333333,0,21,21,2,0,0,4,0,0,0,0,0,0,0,0,4.02636046,19,1,0,0,0,14,0,0,51,1,1,1,41,0,11,9,0,2,0,0,benign
41,0,3,28,15,7,3.666666667,1,13,13,3,1,0,6,0,0,0,0,0,0,0,0,4.360087761,17,16,0,0,0,14,0,0,9,1,1,0,34,0,4,0,0,0,0,0,benign
138,0,3,124,119,6,4,1,14,14,3,4,0,4,0,0,0,16,0,0,0,0,4.609133207,48,46,0,0,0,2,0,0,0,1,1,0,2,0,0,0,0,2,0,0,benign
21,0,3,0,0,9,6.333333333,0,21,21,2,0,0,2,0,0,0,0,0,0,0,0,4.164497779,16,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,benign
15,0,4,0,0,3,3,0,15,15,3,0,0,2,0,0,0,0,0,0,0,1,3.356492414,4,12,0,0,0,1,0,1,2,1,1,0,3,0,0,3,0,2,0,0,benign
57,0,3,40,0,7,5,1,17,17,2,0,0,4,3,0,0,0,0,0,0,0,4.789313384,30,8,0,0,1,8,1,1,41,1,1,1,119,0,0,0,0,16,0,0,benign
24,0,3,0,0,16,7.333333333,0,24,24,2,0,0,2,0,0,0,0,0,0,0,0,4.077819531,20,0,0,0,0,5,0,0,44,1,1,1,40,0,9,4,0,9,0,0,benign
19,0,3,0,0,7,5.666666667,0,19,19,2,0,0,2,0,0,0,0,0,0,0,0,3.531941206,19,0,0,0,4,29,0,0,122,1,1,1,55,0,27,9,0,19,0,0,benign
18,0,3,0,0,10,5.333333333,1,18,18,2,0,0,2,0,0,0,0,0,0,0,0,3.78346519,16,0,0,0,0,3,0,0,4,1,1,0,0,0,0,0,0,1,0,0,benign
19,0,3,0,0,9,5.666666667,1,19,19,2,0,0,2,0,0,0,0,0,0,0,0,4.085055103,13,3,0,0,0,11,0,0,91,1,1,0,161,0,50,0,0,6,0,0,benign
12,0,3,0,0,4,3.333333333,1,12,12,2,0,0,2,0,0,0,0,0,0,0,0,3.93213804,11,1,0,0,1,16,0,0,243,1,1,0,66,0,245,0,0,10,0,0,benign
55,0,3,39,0,6,4.666666667,1,16,16,2,0,0,4,3,0,0,0,0,0,0,0,4.781147021,28,8,0,0,1,8,1,1,41,1,1,1,119,0,0,0,0,16,0,0,benign
40,0,3,23,13,9,5,1,17,17,3,0,0,5,0,0,0,0,0,0,0,0,4.461310597,16,18,0,0,0,17,0,0,32,1,1,2,29,0,8,3,0,0,0,0,benign
33,0,4,14,0,7,4,1,19,19,3,0,0,4,0,0,0,0,0,0,0,0,4.076348956,24,0,0,0,0,31,0,0,36,1,1,1,20,0,16,1,0,11,0,0,benign
39,0,3,22,13,9,5,1,17,17,3,0,0,5,0,0,0,0,0,0,0,0,4.466405641,16,17,0,0,0,17,0,0,32,1,1,2,29,0,8,3,0,0,0,0,benign
18,2,2,0,0,14,8.5,1,18,18,1,0,0,2,2,0,0,0,0,0,0,0,4.05366069,14,0,0,0,0,36,0,0,60,1,2,1,200,0,32,2,0,81,0,0,benign
42,0,3,25,24,11,5,1,17,17,2,1,0,3,0,0,0,2,0,0,0,0,4.5560506,23,8,0,0,0,2,0,0,24,1,1,0,5,0,1,1,0,5,0,0,benign
21,0,3,0,0,10,6.333333333,1,21,21,2,0,0,2,0,0,0,0,0,0,0,0,4.208966083,15,7,0,0,0,13,0,0,21,1,1,1,78,0,14,2,0,11,0,0,benign
189,0,4,173,167,6,3.25,1,16,16,4,0,0,4,0,0,0,27,0,0,0,0,4.69408851,68,65,0,0,0,0,0,0,5,1,1,0,1,0,1,0,0,0,0,0,benign
19,0,3,0,0,12,5.666666667,1,19,19,2,0,0,2,0,0,0,0,0,0,0,0,3.979097891,16,0,0,0,0,13,0,0,15,1,1,1,26,0,3,1,0,1,0,0,benign
25,1,3,0,0,11,7.666666667,1,25,25,2,0,0,2,1,0,0,0,0,0,0,0,4.233639953,18,0,0,0,1,17,0,0,81,1,1,5,230,0,57,15,0,43,0,0,benign
20,0,4,0,0,10,4.25,1,20,20,3,0,0,2,0,0,0,0,0,0,0,0,3.842370993,16,0,0,0,1,45,0,0,191,1,1,3,217,0,41,29,0,61,1,0,benign
26,0,4,12,11,3,2.75,0,14,14,4,0,0,3,0,0,0,0,0,0,0,1,3.809397528,11,11,0,0,0,0,0,0,9,1,1,0,3,0,2,0,0,1,0,0,benign
51,0,2,35,0,12,7.5,1,16,16,1,0,0,4,7,0,0,0,0,0,0,0,4.189586856,31,0,0,0,0,28,0,0,42,1,1,0,16,0,2,0,0,2,0,0,benign
41,0,2,28,12,9,6,1,13,13,2,1,0,5,0,0,0,0,0,0,0,0,4.139460876,27,0,0,0,0,5,0,2,66,1,1,0,179,0,28,0,0,9,0,0,benign
33,0,4,13,12,8,4.25,1,20,20,4,0,0,3,1,0,0,0,0,0,0,0,4.046439345,19,0,0,0,0,17,0,0,2,1,1,1,3,0,1,6,0,0,0,0,benign
35,0,3,17,6,9,5.333333333,1,18,18,2,0,0,4,0,0,0,0,0,0,0,0,4.050304852,19,6,0,0,0,25,0,0,30,1,1,3,20,0,7,19,0,2,0,0,benign
21,0,3,0,0,13,6.333333333,1,21,21,2,0,0,2,0,0,0,0,0,0,0,0,3.940759833,17,0,0,0,0,9,0,0,33,1,1,3,38,0,9,4,0,6,0,0,benign
26,0,3,12,0,6,4,1,14,14,2,0,0,5,0,0,0,0,0,0,0,0,4.194388489,13,9,0,0,0,7,0,0,51,1,1,1,1526,0,4,2,0,5,0,0,benign
143,0,2,133,78,5,4.5,1,10,10,6,4,0,9,0,0,0,6,0,0,0,0,4.941932344,63,31,0,0,0,10,0,0,64,1,1,2,62,0,23,15,0,1,0,0,benign
86,0,3,71,0,7,4.333333333,1,15,15,2,0,0,5,8,0,0,0,0,0,0,0,4.255617417,56,0,0,0,0,88,0,0,430,1,1,3,308,0,82,3,0,43,0,1,benign
23,0,3,0,0,15,7,1,23,23,2,0,0,2,0,0,0,0,0,0,0,0,3.664707006,18,0,0,0,0,26,0,0,758,1,1,57,446,0,305,349,0,101,0,0,benign
45,0,3,24,15,9,6.333333333,1,21,21,3,0,0,4,0,0,0,1,0,0,0,0,4.565448372,22,8,0,0,0,31,0,0,956,1,1,0,906,0,339,3,0,192,0,0,benign
81,0,3,68,56,5,3.666666667,1,13,13,2,2,0,5,0,0,0,4,0,0,0,0,4.957852465,40,14,0,0,0,24,0,0,358,1,1,1,514,0,205,1,0,92,0,0,benign
41,0,4,19,18,11,4.75,1,22,22,4,1,0,3,0,0,0,0,0,0,0,0,4.172995053,29,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,2,0,0,benign
42,0,3,24,3,7,5.333333333,0,18,18,2,0,0,6,0,0,0,0,0,0,0,0,4.203255569,17,10,0,0,0,17,0,0,188,1,1,2,95,0,148,2,0,30,0,0,benign
168,0,2,151,0,13,8,1,17,17,1,0,0,6,18,0,0,0,0,0,0,0,4.445242292,85,13,0,0,0,39,0,0,365,1,1,1,337,0,137,3,0,23,0,0,benign
24,0,3,7,0,9,5,1,17,17,2,0,0,4,0,0,0,0,0,0,0,0,3.889049536,14,5,0,0,0,8,0,0,31,1,1,1,395,0,25,4,0,4,0,0,benign
35,0,4,14,10,10,4.5,1,21,21,4,0,0,4,0,0,0,0,0,0,0,0,4.118275161,23,5,0,0,1,10,0,0,115,1,1,0,165,0,11,3,0,22,0,0,benign
29,0,2,20,14,5,4,1,9,9,2,0,0,4,0,0,0,0,0,0,0,0,4.260067015,17,6,0,0,0,14,0,0,35,1,1,1,55,0,5,2,0,1,0,0,benign
30,0,3,0,0,18,9.333333333,1,30,30,2,0,0,2,0,0,0,0,0,0,0,0,4.12873475,22,0,0,0,0,13,0,0,50,1,1,0,21,0,2,0,0,12,0,0,benign
35,0,4,11,6,12,5.25,1,24,24,3,0,0,4,0,0,0,0,0,0,0,0,4.403989446,19,6,0,0,0,24,0,0,36,1,1,4,101,0,11,23,0,1,0,0,benign
196,0,2,182,153,10,6.5,0,14,14,2,0,0,5,0,0,0,19,0,0,0,0,4.859055418,92,40,0,0,0,22,0,0,61,1,1,0,71,0,29,2,0,6,0,0,benign
71,0,3,56,51,7,4.333333333,1,15,15,3,2,0,4,0,0,0,6,0,0,0,0,4.674852104,41,11,0,0,0,2,0,0,24,1,1,0,5,0,1,1,0,5,0,0,benign
58,0,3,48,1,4,2.666666667,1,10,10,2,0,0,11,0,0,0,0,0,0,0,0,4.238859339,27,7,0,0,0,3,0,0,10,1,1,0,21,0,31,0,0,8,0,0,benign
40,0,3,23,13,9,5,1,17,17,3,0,0,5,0,0,0,0,0,0,0,0,4.360142777,16,18,0,0,0,17,0,0,32,1,1,2,29,0,8,3,0,0,0,0,benign
13,0,4,0,0,3,2.5,0,13,13,3,0,0,2,0,0,0,0,0,0,0,1,3.30869497,4,10,0,0,0,0,0,0,16,1,1,0,3,0,1,0,0,1,0,0,benign
24,0,4,10,9,3,2.75,0,14,14,4,0,0,3,0,0,0,0,0,0,0,1,4.091135423,9,11,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,benign
74,0,2,60,55,10,6.5,1,14,14,2,2,0,4,0,0,0,6,0,0,0,0,4.77716448,39,12,0,0,0,2,0,0,24,1,1,0,5,0,1,1,0,5,0,0,benign
11,0,2,0,0,8,5,1,11,11,1,0,0,2,0,0,0,0,0,0,0,0,3.836591668,9,0,0,0,0,9,0,0,135,1,1,0,175,0,31,0,0,60,0,0,benign
43,0,3,33,0,3,2.666666667,1,10,10,2,0,0,5,2,0,0,0,0,0,0,0,4.147942872,28,0,0,0,0,35,0,0,127,1,1,2,80,0,63,18,0,4,0,3,benign
16,0,3,0,0,7,4.666666667,1,16,16,2,0,0,2,0,0,0,0,0,0,0,0,3.914866304,12,3,0,0,0,15,0,0,46,1,1,0,69,0,15,0,0,12,0,0,benign
45,1,3,23,0,14,6.666666667,1,22,22,2,0,0,6,3,0,0,0,0,0,0,0,4.359442624,23,4,0,0,0,8,0,0,199,1,1,2,122,0,52,7,0,137,0,0,benign
11,0,2,0,0,7,5,1,11,11,1,0,0,2,0,0,0,0,0,0,0,0,3.572431251,10,0,0,0,0,0,0,0,10,1,1,0,24,0,13,0,0,5,0,0,benign
20,0,3,0,0,12,6,1,20,20,2,0,0,2,0,0,0,0,0,0,0,0,3.986187965,16,0,0,0,0,8,0,0,90,1,1,1,75,0,5,2,0,23,0,0,benign
33,0,3,17,16,8,4.666666667,0,16,16,3,0,0,3,0,0,0,0,0,0,0,0,4.039822782,26,0,0,0,0,0,0,0,4,1,1,0,0,0,1,0,0,3,0,0,benign
31,0,3,14,0,9,5,0,17,17,2,1,0,4,0,0,0,0,0,0,0,0,4.181366329,14,11,0,0,0,13,0,0,20,1,1,1,44,0,4,2,0,3,0,0,benign
10,0,2,0,0,7,4.5,1,10,10,1,0,0,2,0,0,0,0,0,0,0,0,3.4548224,7,4,0,0,0,3,0,0,0,1,1,0,7,0,17,0,0,22,0,0,benign
20,0,2,10,5,5,4.5,1,10,10,1,0,0,4,0,0,0,0,0,0,0,0,3.810081021,9,5,0,0,0,21,0,0,38,1,2,2,128,0,16,12,0,11,0,0,benign
21,1,3,0,0,14,6.333333333,1,21,21,2,0,0,2,1,0,0,0,0,0,0,0,4.280226254,18,0,0,0,1,6,0,0,168,1,1,2,352,0,20,5,0,26,0,0,benign
20,0,3,0,0,13,6,1,20,20,2,0,0,2,0,0,0,0,0,0,0,0,4.088220835,16,0,0,0,0,17,0,0,114,1,1,1,88,0,9,1,0,12,0,0,benign
51,0,3,30,0,9,6.333333333,1,21,21,2,0,0,4,2,0,0,0,0,0,0,0,4.446355082,34,5,0,0,1,8,1,1,41,1,1,1,65,0,0,0,0,14,0,0,benign
26,0,3,9,8,6,5,1,17,17,3,0,0,3,0,0,0,0,0,0,0,0,4.020926316,17,3,0,0,0,17,0,0,19,1,1,0,42,0,8,4,0,7,0,0,benign
50,0,4,35,29,5,3,1,15,15,3,0,0,4,0,0,0,0,0,0,0,0,4.495366664,31,8,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,benign
15,0,3,0,0,7,4.333333333,1,15,15,2,0,0,2,0,0,0,0,0,0,0,0,3.788754914,10,6,0,0,0,4,0,0,183,1,1,1,564,0,92,2,0,23,0,0,benign
33,2,3,0,0,14,10.33333333,1,33,33,2,0,0,2,2,0,0,0,0,0,0,0,4.193942708,22,0,0,0,0,8,0,0,303,1,1,3,191,0,57,7,0,273,0,0,benign
11,0,4,0,0,2,2,0,11,11,3,0,0,2,0,0,0,0,0,0,0,1,3.46132014,4,8,0,0,0,1,0,1,2,1,1,0,3,0,0,3,0,2,0,0,benign
38,0,3,24,19,7,4,1,14,14,3,1,0,4,0,0,0,0,0,0,0,0,4.116868586,23,2,0,0,0,1,0,0,9,1,1,0,13,0,0,0,0,15,0,0,benign
45,0,3,34,0,3,3,1,11,11,2,0,0,4,5,0,0,0,0,0,0,0,4.470167248,24,7,0,0,0,17,0,0,304,1,1,0,423,0,334,9,0,18,0,0,benign
57,0,3,33,0,12,7.333333333,1,24,24,2,0,0,4,2,0,0,0,0,0,0,0,4.281403424,40,5,0,0,1,8,1,1,41,1,1,1,74,0,0,0,0,14,0,0,benign
127,0,4,111,105,6,3.25,1,16,16,4,3,0,4,0,0,0,15,0,0,0,0,4.797307714,48,37,0,0,0,0,0,0,4,1,1,0,3,0,2,0,0,0,0,0,benign
22,0,4,5,0,8,3.5,1,17,17,3,0,0,4,0,0,0,0,0,0,0,0,3.806238929,13,3,0,0,1,46,0,0,516,1,1,1,366,0,142,4,0,40,0,0,benign
47,0,2,35,28,9,5.5,1,12,12,2,0,0,4,0,0,0,3,0,0,0,0,4.508883567,27,4,0,0,0,0,0,0,12,1,1,0,8,0,0,0,0,0,0,0,benign
22,0,3,7,0,9,4.333333333,1,15,15,2,0,0,4,0,0,0,0,0,0,0,0,3.88333746,12,5,0,0,0,9,0,0,18,1,1,1,69,0,18,2,0,1,0,0,benign
